,order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
45,ORDB08812,2018-10-24,17:48:10,Dinner,TP,"[('Pasta', 10),('Shrimp', 10)]",815.0,-37.820180900000004,144.9669521,0,7.4670000000000005,11.9977006
46,ORDI08581,2018-08-30,15:56:37,Lunch,NS,"[('Steak', 8),('Chicken', 9),('Salad', 10),('Fries', 2)]",844.0,-37.808179700000004,144.9759102,0,7.312,13.034273800000001
47,ORDB07879,2018-11-18,18:38:52,Dinner,TP,"[('Pasta', 1),('Fish&Chips', 2)]",97.5,-37.8111801,145.0070987,0,11.649000000000001,17.1816868
48,ORDB10688,2018-09-22,16:47:19,Dinner,TP,"[('Shrimp', 2),('Fish&Chips', 1)]",143.0,-37.8042805,144.9928486,0,10.943,16.488870499999997
49,ORDI05636,2018-11-19,18:38:52,Dinner,NS,"[('Salmon', 7),('Fish&Chips', 5),('Shrimp', 8)]",894.0,-37.8275232,144.95117240000002,0,10.258,16.6620019
50,ORDZ03541,2018-11-28,18:59:09,Dinner,NS,"[('Shrimp', 3),('Fish&Chips', 8)]",442.0,-37.8095675,144.9724362,0,7.294,12.8795254
51,ORDX00254,2018-12-06,19:09:17,Dinner,BK,"[('Fish&Chips', 10),('Salmon', 9)]",719.0,-37.8192035,144.9541322,0,8.705,15.490052800000003
52,ORDI05384,2018-11-20,18:38:52,Dinner,NS,"[('Salmon', 2),('Pasta', 3),('Shrimp', 4)]",380.5,-37.8252425,145.0165733,0,12.075999999999999,17.5586007
53,ORDK06694,2018-02-01,09:00:50,Breakfast,BK,"[('Eggs', 1),('Pancake', 2)]",70.5,-37.7993304,144.95971809999998,0,8.399,13.030365
54,ORDZ04656,2018-04-23,11:43:05,Breakfast,NS,"[('Pancake', 4),('Cereal', 7)]",244.0,-37.8187631,144.95340359999997,0,9.218,14.3017922
55,ORDA10990,2018-02-15,09:31:16,Breakfast,BK,"[('Pancake', 7),('Cereal', 7),('Coffee', 8),('Eggs', 3)]",442.75,-37.810198299999996,144.9766874,0,6.461,11.1300281
56,ORDX05653,2018-07-07,14:15:12,Lunch,BK,"[('Burger', 5)]",155.0,-37.8103248,144.96829259999998,0,7.085,15.261821900000001
57,ORDB10095,2018-06-26,13:44:47,Lunch,TP,"[('Salad', 4),('Fries', 5),('Steak', 8),('Chicken', 10)]",808.8,-37.8252508,144.9846997,0,8.993,12.2503749
58,ORDA02510,2018-09-18,16:37:10,Dinner,BK,"[('Pasta', 2),('Salmon', 9),('Fish&Chips', 6)]",634.0,-37.8065571,144.9579459,0,8.24,15.4854867
59,ORDZ09183,2018-05-19,12:33:48,Lunch,NS,"[('Chicken', 9),('Fries', 9)]",396.0,-37.799925200000004,144.95364740000002,0,7.672000000000001,14.729757699999999
60,ORDX08739,2018-03-22,10:32:06,Breakfast,BK,"[('Pancake', 1),('Cereal', 8),('Coffee', 5),('Eggs', 8)]",405.75,-37.8178333,144.9621506,0,7.941,12.8152437
61,ORDK04064,2018-03-04,10:01:41,Breakfast,BK,"[('Pancake', 6),('Cereal', 3),('Coffee', 1)]",216.0,-37.8108565,144.9631424,0,7.641,14.980666199999998
62,ORDI05971,2018-12-17,19:39:43,Dinner,NS,"[('Pasta', 3),('Fish&Chips', 4),('Shrimp', 7),('Salmon', 1)]",641.5,-37.821863799999996,144.93499609999998,0,10.635,16.627466300000002
63,ORDC09867,2018-02-03,09:00:50,Breakfast,NS,"[('Pancake', 2),('Cereal', 2),('Eggs', 7),('Coffee', 3)]",267.0,-37.823656299999996,144.99114369999998,0,9.731,16.6521549
64,ORDK01582,2018-06-01,12:54:05,Lunch,BK,"[('Salad', 3),('Burger', 3),('Steak', 5),('Fries', 4)]",417.6,-37.8043579,144.9706121,0,7.05,12.947678199999999
65,ORDK07950,2018-03-14,10:21:58,Breakfast,BK,"[('Cereal', 9),('Coffee', 8),('Pancake', 5)]",370.25,-37.8132586,144.95156799999998,1,8.548,13.8887501
66,ORDA00049,2018-10-03,17:07:36,Dinner,BK,"[('Shrimp', 6),('Salmon', 3)]",447.0,-37.80257520000001,144.96326969999998,0,7.835,15.020370800000002
67,ORDK03434,2018-10-25,17:48:10,Dinner,BK,"[('Shrimp', 7),('Pasta', 6),('Fish&Chips', 1),('Salmon', 3)]",701.0,-37.819525399999996,144.9624772,0,7.99,14.993159900000002
68,ORDX04792,2018-08-04,15:05:54,Lunch,BK,"[('Chicken', 4),('Burger', 1),('Steak', 6)]",429.0,-37.803523600000005,144.9498862,0,8.793,16.7796134
69,ORDB07040,2018-01-07,08:10:08,Breakfast,TP,"[('Eggs', 9),('Coffee', 2),('Cereal', 8)]",381.0,-37.8130415,144.93731110000002,1,10.571,7.3944385
70,ORDC05268,2018-11-11,18:28:43,Dinner,NS,"[('Salmon', 10),('Pasta', 1)]",437.5,-37.8031229,144.9616008,0,7.165,15.0169701
71,ORDK02273,2018-04-16,11:22:49,Breakfast,BK,"[('Coffee', 1),('Pancake', 6),('Eggs', 9)]",351.0,-37.8097814,144.9712373,0,6.82,11.6831461
72,ORDJ00302,2018-04-16,11:22:49,Breakfast,TP,"[('Eggs', 2),('Cereal', 1)]",65.0,-37.8096974,144.9715182,0,9.04,11.4627009
73,ORDX01663,2018-02-16,09:31:16,Breakfast,BK,"[('Coffee', 4),('Pancake', 2),('Cereal', 4)]",162.5,-37.805684899999996,144.9280772,1,10.937000000000001,16.327639
74,ORDK10380,2018-12-13,19:29:34,Dinner,BK,"[('Fish&Chips', 2),('Shrimp', 7)]",448.0,-37.8177809,144.93177839999998,0,10.607000000000001,17.7715843
75,ORDX07501,2018-03-31,10:52:23,Breakfast,BK,"[('Cereal', 2),('Pancake', 8),('Eggs', 1)]",258.0,-37.8151696,144.95809409999998,0,8.228,15.087755
76,ORDB07872,2018-10-01,16:57:27,Dinner,TP,"[('Shrimp', 8),('Salmon', 10),('Fish&Chips', 8)]",1122.0,-37.8016271,144.9869375,0,10.675999999999998,14.5041243
77,ORDB00549,2018-01-26,08:50:42,Breakfast,TP,"[('Pancake', 8),('Cereal', 10),('Coffee', 3)]",426.5,-37.8110439,144.9380628,0,10.437000000000001,12.7526719
78,ORDX03137,2018-09-08,16:16:54,Dinner,BK,"[('Pasta', 10),('Salmon', 5),('Shrimp', 7),('Fish&Chips', 6)]",1068.0,-37.8172011,144.9533513,0,8.663,18.2056847
79,ORDY01901,2018-03-18,10:32:06,Breakfast,TP,"[('Pancake', 4),('Coffee', 4)]",127.0,-37.8117797,144.96347609999998,0,8.317,12.8907419
80,ORDX04634,2018-10-17,17:38:01,Dinner,BK,"[('Shrimp', 3),('Fish&Chips', 8),('Pasta', 1)]",469.5,-37.802332899999996,144.9528168,0,8.573,15.873655599999998
81,ORDY03986,2018-05-13,12:23:39,Lunch,TP,"[('Burger', 2),('Salad', 9),('Steak', 5)]",441.8,-37.808393,144.9593275,0,8.846,13.8685208
82,ORDJ04680,2018-05-21,12:33:48,Lunch,TP,"[('Chicken', 8),('Steak', 1),('Burger', 5)]",456.0,-37.798968,144.96295969999997,0,9.897,13.1597728
83,ORDX08103,2018-09-25,16:47:19,Dinner,BK,"[('Salmon', 4),('Pasta', 8),('Fish&Chips', 8),('Shrimp', 4)]",880.0,-37.81107960000001,144.9722595,0,6.8660000000000005,13.729747099999999
84,ORDI00305,2018-07-11,14:15:12,Lunch,NS,"[('Chicken', 1),('Salad', 4)]",100.8,-37.8167041,145.007284,0,10.595,15.757749599999999
85,ORDK07741,2018-06-27,13:44:47,Lunch,BK,"[('Chicken', 10),('Salad', 3),('Fries', 2),('Steak', 10)]",845.6,-37.8107703,145.0099334,0,3.3360000000000003,8.9451586
86,ORDA02569,2018-02-05,09:10:59,Breakfast,BK,"[('Cereal', 9),('Eggs', 8),('Coffee', 8)]",425.0,-37.8194178,144.96121019999998,0,8.015,12.7316034
87,ORDX09600,2018-05-10,12:13:31,Lunch,BK,"[('Salad', 2),('Chicken', 6),('Burger', 5),('Fries', 10),('Steak', 8)]",861.4,-37.7992761,144.9641615,0,8.12,13.7368014
88,ORDZ01275,2018-09-28,16:57:27,Dinner,NS,"[('Pasta', 2),('Shrimp', 4),('Fish&Chips', 5),('Salmon', 6)]",692.0,-37.8058336,144.9474435,0,8.71,14.7919509
89,ORDC08566,2018-06-22,13:44:47,Lunch,NS,"[('Steak', 5),('Chicken', 9),('Salad', 10)]",685.0,-37.8104218,145.01380469999998,0,10.7,16.2460135
90,ORDB09330,2018-06-07,13:14:21,Lunch,TP,"[('Steak', 10),('Chicken', 3)]",546.0,-37.8036744,144.9493033,0,9.892999999999999,13.077465
91,ORDJ10563,2018-07-06,14:05:04,Lunch,TP,"[('Fries', 10),('Salad', 3),('Burger', 6)]",357.6,-37.800460799999996,144.995272,0,11.501,14.878836199999999
92,ORDY01666,2018-11-07,18:18:35,Dinner,TP,"[('Salmon', 7),('Shrimp', 1)]",341.0,-37.809293,144.9610516,0,8.602,13.317069199999999
93,ORDI00058,2018-07-17,14:25:21,Lunch,NS,"[('Burger', 3),('Steak', 4)]",273.0,-37.8220486,144.96757309999998,0,8.9,14.426934099999999
94,ORDK04256,2018-11-06,18:18:35,Dinner,BK,"[('Salmon', 9),('Shrimp', 8)]",801.0,-37.8143114,144.9630425,0,7.747000000000001,14.5792239
95,ORDX04205,2018-09-22,16:47:19,Dinner,BK,"[('Salmon', 3),('Fish&Chips', 3)]",228.0,-37.800085100000004,144.97182469999998,0,7.532,17.0900327
96,ORDB01420,2018-04-19,11:32:57,Breakfast,TP,"[('Cereal', 7),('Pancake', 9)]",365.25,-37.814134100000004,144.9673044,0,8.204,10.851458300000001
97,ORDC06983,2018-07-14,14:25:21,Lunch,NS,"[('Steak', 7),('Fries', 1),('Burger', 9)]",606.0,-37.819169099999996,145.005214,0,10.587,17.871682699999997
98,ORDY08761,2018-07-30,14:55:46,Lunch,TP,"[('Fries', 1),('Chicken', 5),('Salad', 10)]",344.0,-37.812140500000005,144.9738872,0,8.776,12.1224843
99,ORDA08839,2018-02-21,09:41:24,Breakfast,BK,"[('Coffee', 8),('Cereal', 6),('Pancake', 7)]",355.75,-37.8031395,144.9956372,0,5.24,9.791186999999999
100,ORDI00613,2018-11-13,18:28:43,Dinner,NS,"[('Salmon', 3),('Fish&Chips', 10)]",473.0,-37.8061875,144.9443483,0,9.06,15.304437099999998
101,ORDY08166,2018-01-03,08:00:00,Breakfast,TP,"[('Eggs', 9),('Coffee', 10)]",273.0,-37.813483500000004,144.94113080000002,1,10.015,6.4254858
102,ORDZ02229,2018-06-29,13:54:55,Lunch,NS,"[('Chicken', 3),('Fries', 5),('Burger', 8),('Steak', 7)]",719.0,-37.818893,144.9813747,0,8.786,14.436277599999999
103,ORDZ01946,2018-06-07,13:14:21,Lunch,NS,"[('Burger', 5),('Steak', 2),('Salad', 9),('Chicken', 8)]",655.8,-37.8039658,144.96410730000002,0,6.96,12.917555499999999
104,ORDA10367,2018-07-20,14:35:29,Lunch,BK,"[('Steak', 9),('Chicken', 6)]",597.0,-37.806304499999996,144.9496603,0,8.686,14.208329
105,ORDA09764,2018-05-19,12:33:48,Lunch,BK,"[('Chicken', 4),('Salad', 10),('Burger', 10),('Steak', 2)]",700.0,-37.8134219,144.9533437,0,8.495,17.0393326
106,ORDZ09511,2018-05-24,12:43:56,Lunch,NS,"[('Salad', 4),('Chicken', 1),('Fries', 7),('Burger', 7),('Steak', 6)]",671.8,-37.817142600000004,145.0158676,0,11.759,17.057782
107,ORDA00596,2018-12-14,19:29:34,Dinner,BK,"[('Shrimp', 5),('Fish&Chips', 7)]",515.0,-37.8212718,144.9612196,0,8.216000000000001,15.209402599999999
108,ORDC07230,2018-02-20,09:31:16,Breakfast,NS,"[('Cereal', 2),('Pancake', 9)]",260.25,-37.8149572,144.9493267,0,9.741,14.0790255
109,ORDI10304,2018-12-10,19:19:26,Dinner,NS,"[('Shrimp', 4),('Pasta', 7),('Fish&Chips', 7),('Salmon', 10)]",1063.5,-37.824725,144.9430046,0,10.626,16.994713600000004
110,ORDC02796,2018-01-23,08:40:33,Breakfast,NS,"[('Pancake', 6),('Coffee', 10)]",220.5,-37.8190763,144.95418130000002,0,9.187000000000001,13.7581359
111,ORDI07851,2018-12-23,19:49:51,Dinner,NS,"[('Fish&Chips', 8),('Pasta', 1),('Shrimp', 7),('Salmon', 5)]",890.5,-37.818311,145.0043774,0,10.521,18.6372682
112,ORDI07415,2018-06-20,13:34:38,Lunch,NS,"[('Steak', 3),('Burger', 9),('Salad', 7),('Fries', 1)]",546.4,-37.805888,144.9561775,0,7.931,13.472440300000002
113,ORDY01739,2018-12-28,20:00:00,Dinner,TP,"[('Shrimp', 10),('Salmon', 5),('Fish&Chips', 6)]",955.0,-37.8162373,144.9336836,0,10.757,14.862694199999998
114,ORDY03529,2018-10-31,17:58:18,Dinner,TP,"[('Fish&Chips', 9),('Salmon', 3),('Shrimp', 3)]",600.0,-37.820902600000004,144.9623358,0,7.332999999999999,11.633001
115,ORDB08554,2018-12-11,19:19:26,Dinner,TP,"[('Salmon', 3),('Fish&Chips', 8)]",403.0,-37.812896200000004,144.9733495,0,8.693999999999999,12.8281722
116,ORDB06491,2018-05-18,12:33:48,Lunch,TP,"[('Burger', 8),('Chicken', 7),('Salad', 8)]",609.6,-37.8191448,144.99743759999998,0,10.452,13.336480400000001
117,ORDA10626,2018-01-17,08:30:25,Breakfast,BK,"[('Coffee', 8),('Eggs', 10)]",280.0,-37.806348299999996,144.95714109999997,1,7.981,6.502697
118,ORDX01881,2018-02-18,09:31:16,Breakfast,BK,"[('Cereal', 3),('Eggs', 7),('Coffee', 8)]",277.0,-37.808751799999996,144.9625248,0,7.579,14.8418288
119,ORDK05637,2018-02-20,09:31:16,Breakfast,BK,"[('Cereal', 7),('Coffee', 9),('Pancake', 5),('Eggs', 5)]",445.75,-37.826054799999994,144.9839684,0,7.321000000000001,12.0360021
120,ORDA10342,2018-11-04,18:08:27,Dinner,BK,"[('Shrimp', 7)]",378.0,-37.801880700000005,144.9308808,0,10.642000000000001,20.1397646
121,ORDB07734,2018-08-25,15:46:28,Lunch,TP,"[('Salad', 5),('Fries', 9)]",194.0,-37.8181054,144.96913590000003,0,7.872999999999999,12.925524099999999
122,ORDA05703,2018-10-22,17:48:10,Dinner,BK,"[('Salmon', 3),('Pasta', 7),('Fish&Chips', 3)]",420.5,-37.814368,144.9382372,0,9.894,16.6695263
123,ORDC02332,2018-03-19,10:32:06,Breakfast,NS,"[('Pancake', 3),('Eggs', 1)]",94.75,-37.8121811,144.9578194,0,8.285,13.0094856
124,ORDY05300,2018-09-21,16:37:10,Dinner,TP,"[('Fish&Chips', 9),('Shrimp', 6),('Salmon', 1),('Pasta', 8)]",900.0,-37.8091018,144.9293206,0,11.140999999999998,14.949627300000001
125,ORDB00168,2018-12-19,19:39:43,Dinner,TP,"[('Pasta', 2),('Shrimp', 7),('Fish&Chips', 3),('Salmon', 6)]",784.0,-37.8138383,144.9348805,0,11.208,14.467074400000001
126,ORDZ05507,2018-08-03,15:05:54,Lunch,NS,"[('Salad', 2),('Fries', 6),('Steak', 7),('Chicken', 7)]",645.4,-37.8208575,144.96167830000002,0,9.057,14.771063199999999
127,ORDX06630,2018-08-12,15:26:11,Lunch,BK,"[('Burger', 2),('Salad', 2),('Fries', 1),('Chicken', 8),('Steak', 7)]",679.4,-37.7995769,144.9630379,0,8.146,16.1874826
128,ORDY03234,2018-09-03,16:06:45,Dinner,TP,"[('Salmon', 1),('Fish&Chips', 5),('Shrimp', 1)]",270.0,-37.8136961,144.9461109,0,9.502,13.7510596
129,ORDI10631,2018-08-07,15:16:03,Lunch,NS,"[('Fries', 10),('Salad', 1),('Steak', 2)]",227.2,-37.8115596,144.95720219999998,0,8.05,13.483495800000002
130,ORDX01601,2018-11-05,18:08:27,Dinner,BK,"[('Pasta', 1),('Shrimp', 2),('Salmon', 4)]",299.5,-37.8094773,144.97442959999998,0,6.517,13.5299904
131,ORDZ01801,2018-10-30,17:58:18,Dinner,NS,"[('Shrimp', 9),('Pasta', 1)]",513.5,-37.8012266,144.96241559999999,0,6.898,13.4706824
132,ORDI02204,2018-08-05,15:05:54,Lunch,NS,"[('Burger', 7),('Steak', 8),('Chicken', 5)]",737.0,-37.8112451,144.9686679,0,7.435,15.140383400000001
133,ORDJ04225,2018-06-03,13:04:13,Lunch,TP,"[('Burger', 10),('Fries', 8),('Chicken', 9)]",694.0,-37.8164201,144.970951,0,8.071,13.357714999999999
134,ORDK06786,2018-01-01,08:00:00,Breakfast,BK,"[('Coffee', 2),('Pancake', 9),('Eggs', 7),('Cereal', 8)]",555.25,-37.8041927,144.95871509999998,1,7.898,6.3363328
135,ORDA09243,2018-06-19,13:34:38,Lunch,BK,"[('Burger', 7),('Fries', 6),('Steak', 2),('Chicken', 1)]",411.0,-37.824865100000004,145.00733300000002,0,4.789,10.907986900000001
136,ORDJ08753,2018-01-26,08:50:42,Breakfast,TP,"[('Eggs', 7),('Coffee', 2)]",169.0,-37.810169099999996,144.9365608,0,10.497,13.0612569
137,ORDB03427,2018-02-16,09:31:16,Breakfast,TP,"[('Coffee', 1),('Cereal', 1),('Eggs', 1)]",50.5,-37.8100669,144.95001159999998,0,9.383,12.0383904
138,ORDZ08470,2018-09-24,16:47:19,Dinner,NS,"[('Salmon', 10),('Fish&Chips', 2),('Pasta', 5)]",617.5,-37.816705299999995,144.98819550000002,0,9.047,14.723012699999998
139,ORDK01290,2018-02-05,09:00:50,Breakfast,BK,"[('Eggs', 3),('Cereal', 5),('Pancake', 4)]",268.0,-37.8160136,144.9919545,0,5.41,9.6532133
140,ORDA03560,2018-03-25,10:42:15,Breakfast,BK,"[('Pancake', 1),('Eggs', 6)]",156.25,-37.809203499999995,144.97314319999998,0,6.62,14.5383902
141,ORDZ08649,2018-02-11,09:21:07,Breakfast,NS,"[('Pancake', 8),('Eggs', 6)]",326.0,-37.8137283,144.9686925,0,7.733,14.609848600000001
142,ORDK00927,2018-08-29,15:56:37,Lunch,BK,"[('Chicken', 8),('Steak', 8),('Fries', 7),('Burger', 5),('Salad', 9)]",1009.8,-37.8206961,144.9568595,0,8.443999999999999,14.004192699999999
143,ORDJ09632,2018-12-19,19:39:43,Dinner,TP,"[('Pasta', 4),('Shrimp', 7),('Salmon', 4),('Fish&Chips', 1)]",687.0,-37.8052848,144.9400014,0,10.544,14.544974800000002
144,ORDI10658,2018-09-08,16:16:54,Dinner,NS,"[('Pasta', 5),('Fish&Chips', 3),('Salmon', 1)]",283.5,-37.819495,144.9616509,0,8.911,17.3262318
145,ORDB00633,2018-05-10,12:13:31,Lunch,TP,"[('Chicken', 10),('Burger', 5),('Fries', 6)]",547.0,-37.8243707,144.94256299999998,0,9.299,13.1033137
146,ORDI01573,2018-03-02,10:01:41,Breakfast,NS,"[('Eggs', 8),('Cereal', 4)]",260.0,-37.8182677,144.99290980000004,0,9.539,14.9297041
